,area_type,size,total_sqft,bath,balcony,price
7829,0,2,1222,2,2,80.0
7830,0,3,1500,3,2,63.0
7831,0,3,1890,4,2,100.0
7832,1,4,3750,6,2,375.0
7833,0,2,850,1,1,39.5
7834,0,2,1295,2,3,78.5
7835,0,2,1320,2,1,100.0
7836,1,4,950,3,3,179.0
7837,2,4,1200,4,2,225.0
7838,1,4,3000,3,3,170.0
7839,1,2,1197,2,1,82.0
7840,0,3,1320,2,3,60.0
7841,2,5,1180,5,2,98.5
7842,0,1,840,1,1,57.6
7844,0,3,1693,3,1,71.38
7846,1,2,1305,2,1,70.0
7847,1,1,450,1,1,18.0
7849,0,4,750,6,2,75.0
7850,1,5,4800,5,2,150.0
7852,2,4,5000,4,3,425.0
7853,1,3,1991,3,2,104.0
7854,0,3,1779,3,2,90.0
7855,2,4,10200,4,1,1250.0
7856,0,2,870,2,2,38.0
7857,0,3,1595,3,2,120.0
7859,2,4,945,5,2,120.0
7861,0,3,2000,4,2,138.0
7862,0,3,1614,3,2,93.0
7863,0,2,1200,2,3,40.0
7864,1,3,1150,3,3,46.0
7866,0,3,1610,3,2,80.48
7869,2,4,4800,5,2,420.0
7870,0,3,1460,2,1,97.0
7871,0,3,3400,3,3,400.0
7872,2,1,600,1,0,33.0
7873,1,3,1569,3,0,70.0
7874,1,3,2600,3,2,147.0
7875,0,1,645,1,0,42.5
7877,2,3,800,3,0,95.0
7878,1,2,800,2,1,80.0
7879,0,2,1350,2,1,90.0
7880,0,3,2780,4,1,325.0
7882,0,2,1109,2,1,35.47
7883,0,4,2000,3,2,1063.0
7884,1,1,800,1,0,72.0
7885,0,2,1215,2,1,68.0
7887,1,3,2273,4,2,192.0
7888,0,2,1255,2,2,52.76
7889,0,2,1020,2,1,49.0
7890,0,3,1225,2,2,82.0
7891,0,2,1120,2,1,60.0
7892,2,5,2400,5,3,625.0
7893,0,3,1225,2,1,69.0
7894,2,4,5200,5,3,242.0
7895,1,4,4000,4,1,700.0
7896,0,3,1984,4,1,145.0
7897,0,3,2425,3,1,197.0
7899,0,2,1127,2,1,45.0
7900,1,3,1655,3,2,97.0
7902,2,3,1200,3,1,68.38
7903,0,2,1000,2,2,43.0
7904,0,2,1225,2,2,47.88
7905,0,2,1350,2,2,45.0
7906,2,4,600,5,3,95.0
7907,0,2,1175,2,3,49.0
7908,0,1,655,1,2,27.0
7909,0,3,1311,2,1,84.86
7910,2,3,600,4,0,90.0
7912,0,2,1196,2,1,96.0
7913,1,3,1050,2,1,59.0
7914,0,3,1275,2,2,52.0
7916,0,3,1520,2,3,61.0
7917,2,4,2400,5,2,395.0
7918,1,2,1333,2,1,104.0
7919,0,1,600,1,0,18.0
7920,0,3,1326,2,1,34.8
7922,1,2,1370,2,2,125.0
7923,0,2,1100,2,2,85.0
7925,0,3,1917,3,2,132.0
7927,0,2,950,2,1,58.11
7928,0,2,1175,2,1,48.72
7930,0,3,1804,3,2,175.0
7931,0,2,1257,2,1,68.5
7932,0,1,650,1,2,19.87
7934,1,4,2800,4,1,200.0
7936,0,2,1161,2,1,63.85
7937,0,3,1630,3,2,51.35
7938,0,3,1310,2,2,60.0
7939,0,2,750,2,1,28.0
7941,0,2,1000,2,1,45.0
7942,2,4,4000,4,2,225.0
7943,1,2,1315,2,2,70.0
7944,0,3,1370,2,2,90.0
7945,2,5,1200,4,3,150.0
7946,1,2,1465,3,3,90.0
7949,0,3,1250,2,2,70.0
7951,0,3,1284,2,2,75.0
7952,0,3,2600,3,2,199.0
7953,0,3,1820,3,2,150.0
7954,0,3,1580,3,1,73.0
7955,1,3,2650,3,2,125.0
7957,0,2,1075,2,1,40.0
7958,0,3,1400,2,3,78.0
7959,0,3,1400,2,1,55.0
7960,1,2,845,2,1,30.0
7961,0,4,2600,4,3,40.0
7963,0,2,800,2,1,85.0
7965,0,2,1175,2,2,43.48
7967,0,3,1767,3,2,109.0
7968,0,4,1800,3,1,90.0
7971,0,3,1613,3,0,150.0
7973,1,2,1290,2,0,90.0
7974,0,2,1375,2,1,78.0
7975,0,2,985,2,2,57.0
7976,2,4,1200,4,1,200.0
7977,0,2,1099,2,1,37.5
7978,0,1,605,1,0,13.31
7981,0,2,1200,2,1,53.0
7982,1,2,1000,2,1,45.0
7983,0,3,1159,2,3,38.0
7985,2,2,600,2,1,80.0
7986,2,4,2400,4,3,600.0
7987,1,3,1540,2,2,78.0
7988,1,3,1503,2,2,93.0
7989,0,3,1850,4,2,120.0
7990,1,3,1580,3,1,60.0
7991,0,2,1190,2,2,39.25
7992,2,2,1200,2,1,61.0
7994,0,2,850,1,1,19.9
7995,0,3,2180,3,2,285.0
7996,0,3,2500,2,1,60.0
7998,0,3,1500,2,2,52.0
7999,2,5,1200,3,2,180.0
8000,0,3,1880,3,3,120.0
8002,2,4,4408,4,2,344.0
8006,2,4,750,4,1,95.0
8007,1,3,1962,3,2,175.0
8009,0,3,1765,3,2,77.27
8010,0,2,1174,2,1,29.35
8011,0,3,1894,3,1,115.0
8012,2,4,960,2,2,138.0
8013,0,3,1760,3,2,142.0
8014,1,3,1768,3,3,95.0
8015,1,3,1790,3,0,97.0
8016,2,4,3500,5,1,800.0
8018,1,4,2540,4,0,160.0
8019,0,2,1137,2,1,53.4
8022,0,3,1568,2,2,100.0
8024,0,2,1308,2,1,60.0
8025,0,4,3060,4,2,350.0
8026,0,3,1200,2,1,41.0
8027,0,1,800,1,2,32.0
8028,0,1,530,1,1,13.5
8029,1,3,873,2,1,40.0
8031,2,4,1200,4,1,235.0
8032,0,2,958,2,1,33.53
8034,0,3,2273,3,3,159.0
8035,2,3,600,3,2,90.0
8036,0,1,760,1,2,50.0
8037,0,2,1090,2,2,43.5
8039,0,3,2666,3,1,230.0
8040,0,3,1550,2,1,89.0
8041,0,2,1251,2,1,50.0
8042,0,2,1070,2,1,53.0
8044,1,3,1435,2,2,60.0
8045,1,3,1400,2,3,45.0
8046,0,4,2330,3,2,94.71
8047,0,2,1200,2,3,60.0
8048,0,2,1000,2,2,40.0
8049,0,3,1655,2,2,62.89
8051,2,1,600,1,1,35.0
8052,0,2,1175,2,1,50.0
8053,0,2,1155,2,2,40.43
8054,2,3,1200,3,2,98.0
8055,0,2,1149,2,2,65.0
8057,2,4,3200,4,2,375.0
8059,0,3,1718,3,2,119.0
8060,0,2,650,1,1,20.0
8061,0,2,1330,2,2,77.0
8062,0,2,1200,2,2,68.0
8063,0,3,1693,3,2,89.0
8064,0,2,1249,2,1,165.0
8065,1,3,1800,4,1,125.0
8067,0,2,1020,2,1,46.0
8068,0,3,1700,3,2,77.0
8069,1,1,661,1,1,40.0
8070,0,2,1280,2,2,60.16
8071,2,5,1000,4,2,90.0
8072,0,2,1170,2,1,48.0
8073,0,1,933,2,1,58.0
8074,1,2,1150,2,0,44.0
8075,0,4,3633,6,2,550.0
8076,0,3,1380,3,3,130.0
8077,1,2,1050,2,1,64.8
8079,0,2,1303,2,1,90.0
8080,0,2,1196,2,2,40.54
8081,1,5,2500,3,2,180.0
8082,2,5,1200,4,1,95.0
8083,0,3,1250,3,2,41.0
8084,0,3,1419,2,3,87.0
8085,0,2,1200,2,3,49.0
8086,1,2,1120,2,2,65.0
8088,0,2,1245,2,1,75.0
8089,1,4,3978,4,3,428.0
8090,0,2,1093,2,1,34.0
8091,0,2,1025,1,1,26.63
8092,0,2,1345,2,1,97.0
8093,2,2,1500,2,1,45.0
8094,0,2,1180,2,1,86.0
8096,0,3,1800,3,3,85.0
8097,0,4,3621,4,1,511.0
8098,0,3,2008,3,2,170.0
8099,0,3,1240,2,2,39.85
8100,0,2,1020,2,1,55.0
8101,0,3,2095,3,2,142.0
8102,0,3,1362,3,2,62.63
8103,0,1,694,1,0,30.84
8104,0,2,1404,2,2,70.0
8105,0,3,1192,2,3,47.0
8107,2,4,1050,1,0,35.0
8108,0,2,1259,2,1,67.48
8109,0,2,1000,2,2,34.0
8110,0,2,985,2,1,49.97
8111,1,1,850,1,2,60.0
8112,1,3,1650,2,1,50.0
8113,2,5,2400,3,1,320.0
8114,0,3,1900,4,1,180.0
8115,0,2,1367,2,2,86.0
8116,0,3,1210,2,2,81.0
8117,0,2,1190,2,1,48.6
8118,0,2,1175,2,2,42.0
8121,0,2,1095,2,2,33.6
8122,0,1,782,1,0,19.55
8123,0,3,1435,2,2,80.0
8124,0,2,725,2,2,36.0
8125,1,3,1600,2,2,88.0
8127,0,4,3205,4,2,300.0
8128,2,4,720,3,1,95.0
8130,2,4,860,4,2,125.0
8132,0,3,1703,3,2,130.0
8133,0,3,1350,3,1,71.55
8134,0,2,1145,2,1,41.21
8136,0,2,1100,3,1,60.0
8137,0,4,2425,5,1,201.0
8138,2,4,2700,4,2,175.0
8142,0,4,3033,4,1,326.0
8143,2,2,780,2,1,72.0
8145,1,2,1250,2,2,110.0
8146,2,5,1480,4,1,169.0
8147,2,4,1250,4,1,100.0
8148,2,4,1350,4,2,160.0
8149,1,1,620,2,0,48.0
8150,0,3,1630,3,2,60.65
8151,1,2,1020,2,0,45.0
8152,0,3,1410,2,2,53.58
8156,1,4,1200,4,0,83.0
8160,0,2,1356,2,1,94.84
8161,0,2,1338,2,1,103.0
8163,0,3,1280,2,1,100.0
8164,0,3,1531,3,3,51.77
8165,0,4,11000,4,1,1600.0
8166,1,2,620,1,1,23.5
8167,0,3,1605,2,2,65.0
8168,0,3,1917,3,2,110.0
8169,2,4,1200,3,1,340.0
8170,0,3,2750,3,2,943.0
8171,1,3,1400,3,2,55.0
8172,1,3,2625,3,3,175.0
8174,0,3,2041,3,3,128.0
8175,0,3,2070,4,2,160.0
8176,0,3,1110,3,3,59.0
8177,1,3,1650,3,1,110.0
8178,2,4,3565,4,3,255.0
8179,0,3,1033,2,2,30.47
8180,0,2,1142,2,2,65.0
8181,0,3,1500,2,2,75.0
8182,0,3,1502,3,3,50.0
8183,0,3,1176,2,1,45.0
8184,0,2,1063,2,1,32.8
8186,2,2,1044,2,2,85.0
8187,2,3,5400,3,2,700.0
8188,1,2,1216,2,2,60.0
8189,0,3,1425,3,2,55.0
8191,0,2,1345,2,2,108.0
8192,0,2,1248,2,1,130.0
8193,2,4,1830,4,2,325.0
8194,1,2,900,1,0,130.0
8196,0,2,1025,2,1,35.88
8197,2,2,840,1,1,99.0
8199,0,3,1424,2,2,75.0
8200,1,3,2500,3,1,268.0
8202,0,2,1285,2,2,45.0
8203,0,2,1450,2,1,55.99
8204,0,2,1160,2,1,70.0
8205,2,3,2700,3,0,350.0
8206,2,3,2000,2,2,95.0
8207,0,2,1125,2,1,47.65
8208,1,4,3900,4,2,175.0
8209,1,2,1133,2,1,38.37
8211,0,3,1466,3,3,77.59
8212,0,4,3870,4,2,411.0
8215,1,2,1225,2,2,48.0
8216,0,2,1300,2,1,54.0
8217,0,3,1996,4,1,123.0
8218,0,3,1320,2,2,55.0
8219,0,3,1800,3,2,240.0
8220,0,3,1835,3,3,175.0
8221,0,3,1435,3,2,90.0
8223,0,3,1601,3,3,70.0
8224,0,2,1257,2,2,93.0
8225,0,4,3596,5,1,260.0
8226,0,2,1309,2,2,95.0
8227,2,2,1362,2,0,100.0
8228,0,2,1115,2,1,55.0
8230,0,2,1322,2,1,61.99
8231,0,3,1450,2,1,65.0
8232,0,2,1185,2,2,67.0
8233,0,3,1790,3,3,120.0
8234,2,3,3450,4,2,208.0
8237,2,4,5400,4,2,750.0
8238,0,1,775,1,0,39.0
8240,0,2,1183,2,1,77.25
8242,0,1,425,1,1,15.0
8243,1,2,820,2,2,30.0
8246,0,2,1151,2,2,43.6
8247,0,3,1320,2,2,59.0
8249,0,3,1270,2,3,50.79
8251,0,1,1020,2,1,49.87
8253,0,4,2380,4,3,242.0
8257,0,3,1360,3,0,47.6
8258,0,2,1089,2,1,49.0
8259,0,2,1115,2,2,60.0
8260,0,2,1215,2,1,45.0
8261,0,2,1194,2,1,51.0
8262,0,3,1536,3,1,104.0
8263,0,2,1255,2,2,55.5
8264,0,3,1571,3,2,83.0
8265,2,2,900,1,0,70.0
8266,0,2,1517,2,2,125.0
8267,0,1,664,1,1,35.4
8269,0,2,1340,2,2,72.0
8270,0,2,1175,2,1,29.38
8271,2,4,3569,4,1,600.0
8272,0,2,1240,2,2,43.1
8274,0,3,1470,2,1,44.1
8276,0,3,1680,3,2,117.0
8277,0,2,1000,2,2,35.0
8278,0,2,1071,2,1,51.0
8280,1,4,3435,2,1,341.0
8281,0,3,3144,3,1,455.0
8282,1,2,1190,2,1,60.0
8284,0,2,1283,2,2,63.22
8285,1,2,1325,2,2,73.0
8286,0,2,1105,2,1,35.36
8287,0,3,1600,3,2,74.5
8288,2,4,400,2,2,35.0
8290,0,2,1100,2,1,44.55
8291,0,3,2099,3,3,147.0
8292,0,3,1365,2,1,72.0
8293,0,2,1485,3,3,132.0
8294,0,2,1250,2,1,55.0
8296,0,2,1170,2,1,46.79
8297,0,2,1328,2,3,91.06
8299,0,2,1180,2,2,88.5
8300,0,3,1350,3,2,66.0
8302,0,4,2400,4,1,145.0
8303,0,2,1020,2,2,32.0
8304,0,3,1410,2,3,49.34
8305,1,3,2159,3,2,120.0
8307,0,3,1200,2,0,66.0
8309,0,2,1074,2,1,42.79
8311,0,3,1170,2,2,35.41
8314,2,5,900,6,1,95.0
8316,1,1,510,1,0,34.0
8317,0,3,1601,3,2,95.0
8318,0,2,952,2,1,42.0
8319,0,2,1166,2,3,65.0
8320,1,3,2700,2,1,260.0
8321,1,4,1900,3,1,97.0
8322,2,3,1350,2,0,175.0
8324,2,4,2100,6,3,100.0
8325,0,2,1175,2,2,50.0
8326,0,2,1432,2,2,68.0
8328,0,2,1309,2,1,80.0
8329,0,3,2251,4,2,370.0
8332,2,3,2400,3,3,310.0
8333,0,3,1565,2,2,56.34
8334,1,2,940,2,1,56.0
8335,0,2,1015,2,1,40.1
8336,2,3,2400,2,0,360.0
8337,0,3,1652,3,3,110.0
8339,0,4,2340,4,1,145.0
8340,0,2,1084,2,1,179.0
8341,2,2,1200,1,1,81.0
8342,0,3,1400,3,3,69.0
8343,2,4,2400,5,0,320.0
8344,0,2,1020,2,1,27.43
8345,0,2,1267,2,1,90.33
8346,0,4,2439,4,3,185.0
8351,1,4,5000,5,2,550.0
8353,2,2,2480,2,1,160.0
8354,1,2,1086,2,2,44.5
8355,0,1,416,1,1,18.0
8356,1,2,1066,2,1,52.23
8357,0,3,1730,3,1,93.0
8358,0,2,1205,2,1,63.86
8359,0,4,2500,5,2,175.0
8360,0,2,960,2,1,55.0
8361,0,3,1510,3,2,83.05
8362,1,4,1600,4,2,90.0
8363,1,3,2300,3,2,142.0
8364,1,2,1000,2,1,63.0
8366,0,3,1553,2,2,58.23
8368,0,2,1134,2,2,45.0
8369,2,4,600,4,2,80.0
8370,2,5,2400,3,3,80.0
8371,2,4,2400,4,1,143.0
8372,0,2,1350,2,2,65.0
8373,0,2,1032,2,1,42.0
8374,0,3,1998,3,2,117.0
8376,0,2,1262,2,2,67.0
8379,0,2,1070,2,2,38.6
8380,1,2,950,2,1,33.0
8381,0,2,1012,2,1,53.58
8382,1,2,1000,2,0,70.0
8383,0,2,1394,2,2,56.0
8384,0,3,1450,2,1,85.0
8385,0,1,527,1,0,35.0
8386,0,3,1693,3,2,125.0
8389,1,2,952,2,2,49.0
8391,0,1,1200,1,1,14.0
8392,0,3,1410,2,2,64.0
8393,0,2,1400,2,2,108.0
8395,0,3,1826,3,2,125.0
8396,0,3,1689,3,2,103.0
8397,0,3,1075,2,1,31.0
8399,0,2,960,2,1,48.0
8400,1,2,808,2,1,40.0
8401,0,2,907,2,2,38.5
8402,0,2,1300,2,2,55.0
8403,0,3,1804,3,2,150.0
8404,0,3,1350,3,2,81.0
8405,0,3,1836,3,2,125.0
8406,0,2,826,2,2,36.0
8407,0,2,1200,2,3,68.0
8408,0,4,3000,3,3,300.0
8409,2,4,2400,4,2,405.0
8411,2,4,1200,4,3,140.0
8412,0,2,965,2,2,56.0
8414,0,3,1395,2,2,70.0
8415,0,3,1660,3,2,116.0
8416,0,2,935,2,2,35.0
8417,0,2,1180,2,1,39.0
8419,0,2,1204,2,1,82.0
8420,0,3,2072,4,2,153.0
8421,1,2,1056,2,1,65.0
8422,0,2,985,2,2,62.0
8423,0,3,1315,2,2,49.0
8424,1,2,734,2,1,22.0
8425,1,4,2900,4,2,200.0
8426,0,3,2317,4,3,140.0
8427,1,1,600,1,0,45.0
8428,1,4,2200,3,0,115.0
8429,0,2,656,2,1,25.0
8430,1,1,400,1,1,11.5
8431,0,1,666,1,1,36.8
8432,2,4,3293,5,2,425.0
8433,0,2,1174,2,1,47.0
8434,0,2,1153,2,2,56.7
8435,2,4,1000,4,1,90.0
8436,1,5,2400,5,2,85.0
8438,1,2,910,2,2,160.0
8439,1,2,1060,2,1,50.0
8441,0,3,1843,3,2,88.0
8442,0,3,1150,2,2,40.25
8444,0,4,3197,5,2,335.0
8446,0,2,1125,2,1,41.5
8447,0,3,1516,3,3,65.0
8448,0,2,1130,2,2,56.0
8449,0,4,3596,5,1,279.0
8450,0,3,1512,3,2,103.0
8451,1,3,1491,3,1,88.0
8452,0,2,1250,2,2,95.0
8453,0,3,1650,3,2,90.75
8454,0,2,1140,2,1,48.7
8457,0,3,1100,3,2,56.57
8458,0,3,2666,4,1,200.0
8459,0,2,1500,2,1,50.0
8460,0,2,1217,2,1,164.0
8461,1,2,1197,2,1,50.0
8463,1,3,1345,3,2,60.0
8464,2,4,1200,4,2,100.0
8465,0,4,3230,5,0,165.0
8466,0,3,1260,2,1,95.0
8467,1,4,2750,5,1,240.0
8469,1,3,1650,3,0,52.0
8470,0,1,600,1,0,45.0
8473,0,2,973,2,1,56.0
8474,0,4,4110,4,2,590.0
8475,0,3,2533,3,3,425.0
8476,0,2,1007,2,1,75.0
8478,1,3,1830,3,1,119.0
8479,0,2,1077,2,1,50.0
8480,2,1,672,1,1,27.0
8481,2,3,1280,3,0,87.0
8482,1,2,865,2,0,40.0
8483,0,2,1000,2,2,33.0
8484,0,2,1285,2,2,65.0
8485,0,1,662,1,1,29.0
8486,2,5,2297,5,2,269.0
8487,2,5,3750,6,3,295.0
8488,0,3,1850,3,3,95.0
8489,0,3,1754,3,2,132.0
8490,2,5,1200,4,2,150.0
8491,2,5,2200,7,2,350.0
8492,0,3,1567,3,1,100.0
8493,0,3,1695,3,3,50.0
8494,2,2,360,2,1,40.0
8495,0,2,1150,2,1,69.44
8497,1,3,2350,3,2,210.0
8498,0,2,1057,2,1,65.0
8499,0,2,1320,2,1,91.0
8503,0,1,645,1,1,34.18
8504,0,2,1050,2,2,52.08
8505,0,2,1040,2,1,41.6
8506,0,3,1700,3,1,194.0
8508,0,3,1138,3,2,128.0
8510,1,2,1140,2,2,38.65
8511,0,3,3596,3,1,200.0
8512,0,3,1365,3,2,54.0
8513,0,1,560,1,0,19.0
8515,0,4,1540,4,3,45.0
8516,1,3,1050,2,1,39.0
8517,2,4,360,4,3,37.0
8518,0,3,1550,3,3,72.5
8519,0,3,1653,3,3,93.0
8521,0,3,1471,2,3,75.0
8523,1,2,812,2,1,38.25
8524,0,3,1504,2,2,83.0
8526,0,2,957,2,2,54.5
8528,2,2,900,2,0,128.0
8530,0,3,1820,3,2,85.0
8531,0,2,1033,2,2,32.0
8532,2,2,800,1,1,90.0
8533,2,1,520,2,0,29.0
8534,0,2,1165,2,2,88.5
8535,0,2,1280,2,1,61.0
8536,1,3,1950,3,3,230.0
8537,2,1,600,1,0,58.0
8538,0,3,1550,3,3,65.1
8540,0,3,1221,3,3,75.0
8541,0,1,1000,1,1,19.0
8543,1,2,1065,2,3,31.5
8544,1,3,1209,2,3,65.0
8545,2,1,375,1,0,40.0
8546,2,3,7800,3,2,2000.0
8547,0,3,1929,4,1,101.0
8548,1,2,1255,2,1,84.0
8549,0,2,1035,2,1,31.05
8550,2,4,1200,5,2,270.0
8552,1,3,1275,2,3,65.0
8553,0,2,1128,2,1,65.58
8556,0,2,1183,2,2,58.56
8557,0,2,1155,2,1,39.0
8558,0,3,1245,2,2,43.57
8559,1,2,1000,2,1,38.0
8560,0,2,1040,2,1,75.0
8562,0,3,1477,2,2,75.0
8563,2,4,1050,3,3,85.0
8564,0,3,1525,2,2,65.0
8566,0,2,1220,2,1,65.0
8567,0,3,2388,3,1,195.0
8568,0,2,1355,2,1,97.6
8569,1,2,1141,2,1,62.0
8570,0,2,1046,2,0,49.06
8571,0,1,630,1,2,35.0
8572,0,2,1247,2,2,62.35
8573,1,4,3855,4,3,220.0
8574,0,2,850,2,1,32.5
8575,0,2,1120,2,2,36.0
8577,0,3,1798,3,1,110.0
8578,1,3,1180,2,1,45.0
8579,0,2,1000,2,1,34.0
8580,0,2,1216,2,1,82.0
8581,1,2,900,2,0,65.0
8582,1,2,1100,2,0,65.0
8585,0,2,1495,3,3,88.0
8586,0,3,1700,3,3,120.0
8587,0,3,1564,3,1,103.0
8588,0,2,1256,2,1,65.0
8589,0,2,1047,2,1,89.0
8590,0,3,1458,3,1,78.45
8591,0,2,1063,2,1,61.17
8593,0,2,1150,2,1,52.5
8594,1,1,450,1,1,9.0
8595,1,2,1360,2,0,45.0
8596,1,3,1605,3,2,76.0
8599,0,2,1250,2,2,48.5
8601,1,2,1100,3,0,125.0
8603,1,2,1025,2,1,26.65
8604,1,2,980,2,1,45.0
8605,0,3,1428,2,1,70.0
8608,0,3,2050,3,3,82.0
8609,0,2,1407,2,1,83.87
8610,0,3,4170,3,2,800.0
8611,0,3,1585,3,1,84.0
8612,1,3,1785,3,2,130.0
8613,1,2,900,2,3,45.0
8615,0,3,1843,3,2,96.2
8617,0,2,1200,2,1,67.0
8618,0,2,1113,2,1,52.0
8621,0,3,1150,3,2,45.0
8622,0,2,770,1,1,70.0
8623,0,2,1181,2,2,57.0
8624,0,3,1550,3,3,64.7
8626,0,2,1295,2,2,55.47
8627,2,3,480,3,3,65.0
8628,0,3,1506,3,1,95.0
8629,1,3,1872,3,2,152.0
8630,0,4,2900,4,2,240.0
8631,0,3,1326,2,1,35.0
8632,0,2,1040,2,1,33.28
8633,2,5,1200,5,1,90.0
8634,0,2,1020,2,1,48.0
8635,0,3,1400,3,2,90.0
8640,2,5,750,4,3,95.0
8641,2,4,2700,4,2,350.0
8642,0,3,1500,3,1,72.99
8643,1,2,850,2,1,25.99
8644,1,2,1180,2,2,60.0
8645,0,4,5108,5,2,995.0
8647,0,2,1010,2,1,36.0
8648,1,2,1350,2,2,60.0
8649,1,2,1100,2,0,50.0
8650,0,3,1450,2,2,62.93
8651,0,2,1133,2,2,40.0
8652,0,3,1564,3,2,100.0
8653,2,2,640,1,0,10.5
8654,0,3,2072,4,2,157.0
8655,2,2,432,2,1,65.0
8656,0,3,1460,2,3,51.1
8657,0,1,600,2,1,35.0
8659,1,2,700,2,1,35.0
8661,0,1,654,1,1,38.0
8662,0,2,1105,2,2,50.0
8663,0,3,1800,3,3,150.0
8664,2,2,1200,2,2,160.0
8666,0,2,1000,2,1,51.0
8667,1,5,3500,5,0,350.0
8668,0,3,1240,2,1,63.0
8670,0,3,1400,2,2,80.0
8671,0,3,1393,3,2,54.0
8674,1,3,1640,3,2,70.0
8675,2,2,1200,2,0,62.0
8676,1,2,720,2,2,65.0
8677,0,3,1650,3,3,68.0
8678,0,4,2496,4,2,125.0
8679,0,2,905,2,1,32.0
8680,0,3,1600,3,1,125.0
8681,0,2,1070,2,1,45.48
8682,2,4,8400,5,2,1675.0
8683,1,2,1200,2,2,100.0
8684,2,5,1800,5,2,350.0
8685,1,4,2600,4,2,115.0
8687,0,3,1495,3,2,55.0
8688,2,3,1200,2,1,300.0
8689,1,3,1400,3,2,53.0
8690,1,3,1558,3,2,90.0
8691,0,2,1007,2,1,53.0
8692,0,2,902,2,1,25.26
8693,0,2,1054,2,1,53.0
8694,0,3,1135,2,3,39.73
8695,0,2,996,2,2,49.0
8696,0,2,1275,2,2,47.0
8697,2,2,1250,2,0,75.0
8698,1,4,2502,4,2,170.0
8699,0,2,1394,2,3,52.0
8702,0,2,1075,2,1,57.0
8704,1,3,1500,3,3,120.0
8705,0,4,1708,3,1,76.0
8706,2,3,1500,3,1,250.0
8707,1,3,1800,4,3,115.0
8708,0,2,1532,2,1,65.0
8710,0,2,1220,2,2,54.89
8711,0,2,1100,2,2,50.0
8712,0,3,1530,3,3,40.0
8713,0,2,840,2,1,28.0
8714,0,3,1250,4,3,39.0
8716,0,3,1499,3,2,89.0
8717,0,3,1280,2,3,55.0
8718,1,2,1170,2,2,59.0
8720,0,2,1161,2,3,36.69
8721,2,2,1633,2,1,72.0
8722,1,2,1050,2,2,65.0
8723,2,4,1650,5,3,309.0
8725,0,1,418,2,1,11.5
8726,0,2,905,2,2,50.0
8727,0,3,1510,2,2,55.0
8728,0,3,1390,2,3,60.47
8729,0,2,1101,2,2,66.0
8731,0,3,2350,4,2,163.0
8732,0,2,1056,2,2,55.0
8733,0,3,1425,2,2,49.88
8734,0,3,1450,3,1,70.0
8735,1,2,1000,2,2,34.0
8736,0,1,575,1,1,38.0
8738,2,3,2000,2,0,180.0
8739,1,3,1770,3,2,90.0
8740,0,3,3155,3,2,315.0
8741,2,2,616,3,1,45.0
8742,0,1,745,1,0,34.27
8744,2,4,2400,4,1,650.0
8745,0,2,1547,2,2,103.0
8746,0,3,1713,3,1,120.0
8747,2,4,3300,4,2,430.0
8749,0,3,1856,4,2,180.0
8750,0,2,1152,2,1,57.0
8751,0,2,1100,2,1,46.75
8752,0,3,2357,3,2,135.0
8753,0,3,1820,4,2,95.0
8754,0,3,1865,3,1,139.0
8755,1,2,1240,2,2,65.0
8756,0,3,1360,3,1,75.0
8758,0,3,1450,2,2,63.51
8759,0,2,1139,2,2,72.0
8760,0,3,1565,2,2,56.0
8762,2,4,600,4,0,77.0
8763,0,2,1200,2,2,39.0
8764,0,3,1855,3,3,140.0
8765,2,2,1100,2,1,55.0
8767,0,3,2266,3,2,207.0
8768,0,1,660,1,1,23.0
8769,1,2,1490,2,1,150.0
8770,0,3,1083,2,1,48.0
8771,0,2,1232,2,1,83.0
8772,0,3,1550,3,1,86.8
8773,0,2,1227,2,2,70.0
8774,0,2,1059,2,2,68.0
8775,1,2,545,1,1,29.0
8776,0,2,1152,2,1,54.0
8777,0,2,870,1,1,45.0
8778,0,2,1210,2,1,78.0
8779,0,1,663,1,0,46.1
8780,0,3,1464,2,1,135.0
8781,1,3,1365,3,1,80.0
8782,0,3,1704,3,1,120.0
8785,1,2,883,2,0,49.0
8786,1,3,1080,2,1,45.0
8787,0,2,497,1,1,25.0
8788,0,2,1073,2,1,52.36
8790,0,2,1300,2,3,32.0
8791,1,1,662,1,0,45.0
8793,1,3,1550,3,3,75.0
8794,0,3,1707,3,2,171.0
8795,0,2,1310,2,2,80.43
8796,0,3,1577,3,2,65.0
8797,0,3,1324,3,2,65.0
8798,0,3,1786,2,2,106.0
8800,0,1,565,1,1,33.0
8802,1,1,635,1,1,28.0
8804,0,3,1368,2,1,54.71
8805,0,3,1450,3,3,55.0
8806,0,2,1045,2,2,48.0
8807,0,2,1128,2,1,65.4
8808,1,2,1125,2,1,54.0
8809,0,2,1195,2,1,62.38
8810,2,1,630,2,1,70.0
8811,2,3,1350,2,0,105.0
8812,0,3,1740,3,0,120.0
8813,0,2,877,2,1,29.0
8814,1,3,1770,4,1,68.0
8815,0,1,450,1,1,15.0
8817,0,2,1300,2,2,78.0
8818,0,3,1300,2,1,42.0
8821,0,2,1250,2,1,62.4
8824,0,3,1420,3,3,68.0
8825,1,3,1720,3,3,83.0
8828,0,3,1570,3,3,88.0
8829,0,3,1157,2,1,74.0
8830,0,2,535,1,1,20.0
8831,0,2,1120,2,2,39.2
8832,0,2,1150,2,2,60.0
8833,2,5,2400,5,2,200.0
